waterbody,site,recorded_site,date,latitude,longitude,survey_area,sample_id,sample_method,sample_unit_m2,live_oly_count,dead_oly_count,notes
Dyes Inlet,Silverdale,Silverdale,2025-06-25,NA,NA,Project,29,Random point,0.25,0,0,batillaria
Dyes Inlet,Silverdale,Silverdale,2025-06-25,NA,NA,Project,36,Random point,0.25,0,0,bamboo worms
Dyes Inlet,Silverdale,Silverdale,2025-06-25,NA,NA,Project,96,Random point,0.25,0,0,"bamboo worms, batillaria"
Dyes Inlet,Silverdale,Silverdale,2025-06-25,NA,NA,Project,75,Random point,0.25,0,0,batillaria
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,5801,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,10001,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,6901,Random point,0.25,0,0,bamboo worm
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,3101,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,9901,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,4701,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,8701,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,8101,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,1401,Random point,0.25,0,0,mud
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,6201,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,6501,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,4201,Random point,0.25,2,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,8901,Random point,0.25,1,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,701,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,5201,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,801,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,7201,Random point,0.25,0,0,in creek
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,3401,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,3901,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,9001,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,5001,Random point,0.25,0,0,targeted/haphazard - drills
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,4901,Random point,0.25,0,1,targeted/haphazard - drills
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,2901,Random point,0.25,0,0,"targeted/haphazard - drills, hermit crab"
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,5701,Random point,0.25,1,0,"targeted/haphazard - sand dollars, batillaria"
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,2601,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,501,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,6401,Random point,0.25,0,0,bamboo worms
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,9701,Random point,0.25,1,0,"bamboo worms, chiton"
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,6801,Random point,0.25,0,0,bamboo worms
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,9201,Random point,0.25,0,0,bamboo worm CITY
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,7801,Random point,0.25,0,0,bamboo worms
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,4301,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,4401,Random point,0.25,1,0,bamboo worms
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,5901,Random point,0.25,0,0,bamboo worms
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,9501,Random point,0.25,0,0,bamboo worms
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,8801,Random point,0.25,0,0,NA
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,7501,Random point,0.25,0,0,bamboo worms
Dyes Inlet,Silverdale,Silverdale,2025-06-26,NA,NA,Project,9601,Random point,0.25,0,0,"ocinebrellus eggs, bamboo worms"
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,42,Random point,0.25,0,NA,134 Pacific shell pieces in plot
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,21,Random point,0.25,0,NA,93
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,34,Random point,0.25,0,NA,28
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,83,Random point,0.25,0,NA,57
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,69,Random point,0.25,0,NA,71
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,32,Random point,0.25,0,NA,15
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,35,Random point,0.25,0,NA,23
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,68,Random point,0.25,0,NA,93
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,38,Random point,0.25,0,NA,45
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,50,Random point,0.25,0,NA,51
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,49,Random point,0.25,0,NA,1
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,97,Random point,0.25,0,NA,173
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,65,Random point,0.25,0,NA,12
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,85,Random point,0.25,0,NA,92
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,61,Random point,0.25,0,NA,72
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,5,Random point,0.25,0,NA,3
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,95,Random point,0.25,0,NA,57
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,93,Random point,0.25,0,NA,10
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,22,Random point,0.25,0,NA,37
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,39,Random point,0.25,0,NA,40
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,57,Random point,0.25,0,NA,2
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,98,Random point,0.25,0,NA,107
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,37,Random point,0.25,0,NA,7
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,51,Random point,0.25,0,NA,39
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,94,Random point,0.25,1,NA,99
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,90,Random point,0.25,1,NA,52
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,62,Random point,0.25,0,NA,109
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,100,Random point,0.25,0,NA,67
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,33,Random point,0.25,0,NA,60
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,91,Random point,0.25,0,NA,229
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,89,Random point,0.25,0,NA,16
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,25,Random point,0.25,0,NA,27
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,29,Random point,0.25,0,NA,76
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,20,Random point,0.25,0,NA,50
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,19,Random point,0.25,0,NA,59
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,16,Random point,0.25,0,NA,49
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,28,Random point,0.25,0,NA,51
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,1,Random point,0.25,0,NA,46
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,46,Random point,0.25,0,NA,29
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,47,Random point,0.25,0,NA,141
Dyes Inlet,Silverdale,Old Mill Park,2024-06-20,NA,NA,Project,79,Random point,0.25,1,NA,150
